model,dim,niter,costp_l2,costq_l2,lrate,method,nn,normalize,rmse,precision_at_k,recall_at_k
LIBMF,200,30,0.05,0.005,0.01,,,,0.896020339246568,0.005100000000000002,0.0016232382184419923
LIBMF,75,30,0.005,0.05,0.01,,,,0.8960298753996295,0.006666666666666668,0.0017766392682023737
LIBMF,200,50,0.01,0.005,0.05,,,,0.896091534745018,0.06183333333333334,0.036950498009104736
LIBMF,25,80,0.05,0.1,0.05,,,,0.896132961993865,0.013,0.0072125512477016485
LIBMF,75,30,0.005,0.01,0.01,,,,0.8961356905316157,0.007933333333333336,0.0024992263665816862
LIBMF,100,80,0.1,0.005,0.01,,,,0.8961513822649354,0.0063999999999999994,0.003423091696328905
LIBMF,75,30,0.01,0.05,0.01,,,,0.8961610659171712,0.00653333333333333,0.0019004507782202655
LIBMF,25,30,0.005,0.01,0.03,,,,0.8961742875867764,0.014866666666666657,0.003679646522001237
LIBMF,10,30,0.005,0.1,0.03,,,,0.8962074683094056,0.003766666666666669,7.757897278129495e-4
LIBMF,200,80,0.005,0.01,0.1,,,,0.896219371153745,0.05586666666666666,0.037459790332331724
LIBMF,200,50,0.01,0.005,0.1,,,,0.8962546430882207,0.06066666666666667,0.040956639703284725
LIBMF,75,30,0.005,0.005,0.01,,,,0.8962615358331759,0.008933333333333333,0.00245697737522657
LIBMF,100,80,0.1,0.1,0.01,,,,0.8962887317248769,0.0016999999999999993,6.364662831794209e-4
LIBMF,75,30,0.01,0.01,0.01,,,,0.8963237345405128,0.009033333333333326,0.0023495500849380793
LIBMF,50,30,0.05,0.01,0.05,,,,0.8963293582213568,0.049133333333333334,0.03430530311679185
LIBMF,10,30,0.01,0.005,0.03,,,,0.8963304355066125,0.011699999999999981,0.0023922601027937156
LIBMF,50,50,0.05,0.01,0.01,,,,0.8963819801276963,0.008633333333333337,0.00321111889480357
LIBMF,75,30,0.005,0.1,0.01,,,,0.8963938191711874,0.005033333333333329,0.0015136444482967664
LIBMF,200,50,0.05,0.005,0.05,,,,0.8964721447452197,0.07423333333333333,0.05422508275702153
LIBMF,75,30,0.01,0.1,0.01,,,,0.8964733455368935,0.005066666666666663,0.0015065279375625672
LIBMF,50,50,0.1,0.005,0.05,,,,0.8964746206068116,0.058,0.04510688522225903
LIBMF,25,50,0.1,0.05,0.1,,,,0.8964869290679744,0.019033333333333336,0.015095969147501371
LIBMF,75,30,0.01,0.005,0.01,,,,0.8965355655145839,0.00866666666666667,0.002922848699450138
LIBMF,200,80,0.05,0.05,0.1,,,,0.89654219262716806,0.06180000000000001,0.04443562173082434
LIBMF,200,80,0.01,0.01,0.05,,,,0.8965855173931522,0.06276666666666668,0.03999653537325354
LIBMF,100,80,0.05,0.05,0.1,,,,0.8965975808631835,0.05786666666666667,0.04130226943037509
LIBMF,10,50,0.01,0.1,0.03,,,,0.8966237415062989,0.0013666666666666653,3.485244037818407e-4
LIBMF,75,80,0.1,0.05,0.01,,,,0.8967556346481718,0.0033000000000000004,0.001416570423118042
LIBMF,50,50,0.05,0.005,0.01,,,,0.8968014408824893,0.009333333333333336,0.0038359863762843305
LIBMF,75,50,0.005,0.05,0.03,,,,0.8968092607657551,0.02433333333333331,0.008326827379543995
LIBMF,10,30,0.1,0.05,0.03,,,,0.8969595562117285,0.015833333333333338,0.008346481562888596
LIBMF,100,30,0.01,0.05,0.1,,,,0.8970715829542598,0.0351,0.022689799404671463
LIBMF,75,80,0.1,0.1,0.01,,,,0.8971158418839389,0.002466666666666666,8.82254561853143e-4
LIBMF,200,30,0.005,0.01,0.05,,,,0.8971461115680649,0.05083333333333333,0.025917204683188186
LIBMF,25,30,0.05,0.01,0.05,,,,0.8972122097026498,0.037233333333333334,0.024957075314123396
LIBMF,200,80,0.1,0.005,0.05,,,,0.8972974985214268,0.077,0.06009114782148606
LIBMF,100,80,0.01,0.05,0.03,,,,0.8973434887304558,0.03493333333333334,0.014665860229946768
LIBMF,75,80,0.1,0.01,0.01,,,,0.8973509712063813,0.007633333333333338,0.004217949232702918
LIBMF,200,80,0.005,0.005,0.05,,,,0.8973513762263572,0.06143333333333333,0.034818159137149744
LIBMF,10,50,0.1,0.01,0.05,,,,0.8973603119531047,0.02116666666666667,0.01813279077422572
LIBMF,200,50,0.005,0.005,0.05,,,,0.8973933104211547,0.05599999999999999,0.031161135236468816
LIBMF,200,80,0.01,0.005,0.05,,,,0.8974118539436791,0.06659999999999999,0.04269301178482737
LIBMF,10,50,0.05,0.01,0.05,,,,0.8974286064102601,0.010000000000000002,0.007767224113614844
LIBMF,50,80,0.05,0.05,0.05,,,,0.897441644792343,0.04136666666666666,0.02931261935595641
LIBMF,10,30,0.1,0.01,0.03,,,,0.8974613140816768,0.024500000000000004,0.015064258608460812
LIBMF,10,30,0.1,0.01,0.1,,,,0.897471481809755,0.008099999999999998,0.006057592522762545
LIBMF,75,80,0.1,0.005,0.01,,,,0.8974759993748552,0.00823333333333333,0.004429036177823178
LIBMF,10,30,0.1,0.1,0.03,,,,0.8974929864705185,0.007800000000000001,0.003732526805072539
LIBMF,200,50,0.005,0.1,0.1,,,,0.8975597910011869,0.007366666666666669,0.006750918515664773
LIBMF,25,30,0.005,0.005,0.03,,,,0.8975600943703387,0.015299999999999996,0.0039277818999453986
LIBMF,200,30,0.05,0.01,0.1,,,,0.8976329471387052,0.06649999999999999,0.04629606373308956
LIBMF,100,80,0.01,0.1,0.05,,,,0.8976689896608525,0.04509999999999999,0.02507493463073589
LIBMF,10,30,0.1,0.005,0.03,,,,0.8976782918653319,0.0268,0.016872254931163073
LIBMF,200,80,0.005,0.005,0.03,,,,0.8977372227794438,0.05096666666666667,0.023674828892402966
LIBMF,10,80,0.05,0.1,0.1,,,,0.8977614553822668,9.666666666666661e-4,5.106745865363432e-4
LIBMF,10,80,0.1,0.005,0.05,,,,0.8977744496783884,0.018066666666666665,0.014763490591230274
LIBMF,10,50,0.1,0.005,0.05,,,,0.8977841340485129,0.02413333333333333,0.02097571695162456
LIBMF,75,50,0.01,0.1,0.05,,,,0.8978755689307288,0.0342,0.016191057827267978
LIBMF,200,30,0.1,0.01,0.1,,,,0.8979185933288287,0.07213333333333333,0.05373523939984932
LIBMF,100,30,0.05,0.1,0.01,,,,0.8980963174412778,0.0055999999999999965,0.0018000215815185084
LIBMF,50,30,0.05,0.05,0.1,,,,0.898097661185257,0.035,0.02437490557427912
LIBMF,200,50,0.1,0.05,0.01,,,,0.8981115765957132,0.0036333333333333343,0.0015385582589234326
LIBMF,10,30,0.05,0.05,0.1,,,,0.8981669389611177,0.0011,5.043770010448543e-4
LIBMF,200,50,0.1,0.1,0.01,,,,0.8982013557613304,0.0020333333333333327,7.97799408217735e-4
LIBMF,200,80,0.05,0.01,0.05,,,,0.8982122663923204,0.07096666666666668,0.05306625275417176
LIBMF,10,30,0.005,0.05,0.03,,,,0.8983207895023619,0.006433333333333329,0.0013640670166360155
LIBMF,50,30,0.05,0.005,0.05,,,,0.8983383314522273,0.051800000000000006,0.03688151654633126
LIBMF,75,80,0.1,0.01,0.05,,,,0.8984277862058282,0.060899999999999996,0.046104576669609626
LIBMF,50,80,0.01,0.1,0.03,,,,0.8985107464313214,0.016633333333333333,0.005203233341470484
LIBMF,100,50,0.01,0.1,0.1,,,,0.8985330373797188,0.019,0.014727184257915488
LIBMF,10,30,0.005,0.01,0.03,,,,0.8986527901029256,0.010566666666666672,0.002329224773804749
LIBMF,50,80,0.1,0.1,0.01,,,,0.8986571950393218,0.0028666666666666654,0.0012017746524394504
LIBMF,100,30,0.05,0.05,0.01,,,,0.8986865292008093,0.008200000000000004,0.0029142845188543706
LIBMF,50,80,0.1,0.05,0.01,,,,0.8987151742990215,0.005799999999999999,0.0025470674855202343
LIBMF,75,80,0.05,0.05,0.1,,,,0.8987923391841828,0.05236666666666667,0.037398494019504167
LIBMF,10,30,0.01,0.1,0.05,,,,0.8989072239239893,8.000000000000007e-4,3.6508462315887227e-4
LIBMF,100,50,0.01,0.05,0.05,,,,0.898987020249299,0.04363333333333334,0.022028647182989518
LIBMF,200,80,0.005,0.05,0.1,,,,0.8990613069044027,0.022766666666666664,0.01848355725629616
LIBMF,200,50,0.1,0.01,0.01,,,,0.8991444315574415,0.008033333333333332,0.004110813949250308
LIBMF,200,30,0.005,0.005,0.05,,,,0.8991507757592411,0.05403333333333334,0.028490844449064433
LIBMF,100,50,0.005,0.1,0.05,,,,0.8991728018695595,0.031900000000000005,0.01415070369096462
LIBMF,75,30,0.01,0.1,0.1,,,,0.8992618855143228,0.0214,0.014439947141321867
LIBMF,25,50,0.005,0.05,0.01,,,,0.8992804998125133,0.012466666666666671,0.008195358258426266
LIBMF,100,50,0.01,0.01,0.03,,,,0.8993137042035919,0.040966666666666665,0.017007788782657542
LIBMF,10,50,0.01,0.05,0.03,,,,0.8993335330572515,0.003933333333333342,7.890035553638332e-4
LIBMF,200,50,0.1,0.005,0.01,,,,0.899379180934934,0.008533333333333334,0.0044380186229565745
LIBMF,25,50,0.01,0.05,0.01,,,,0.8993966006481187,0.010333333333333335,0.006216588665813546
LIBMF,25,50,0.01,0.05,0.03,,,,0.8994073168695608,0.010666666666666682,0.0029223280131661232
LIBMF,10,80,0.05,0.05,0.05,,,,0.8994126759996214,0.0017333333333333333,0.0012686749573346354
LIBMF,25,50,0.1,0.005,0.05,,,,0.8994179916743202,0.04426666666666666,0.03463221461017699
LIBMF,100,50,0.05,0.01,0.05,,,,0.8994360782370661,0.06256666666666667,0.04494729917933778
LIBMF,50,80,0.1,0.01,0.01,,,,0.8994956081481088,0.011200000000000005,0.006244935759184468
LIBMF,25,50,0.05,0.05,0.05,,,,0.8995023962613533,0.022433333333333333,0.014363548748030407
LIBMF,200,80,0.01,0.05,0.1,,,,0.8995228569581011,0.052066666666666664,0.037856270290204636
LIBMF,25,50,0.01,0.1,0.01,,,,0.899582479975831,0.009766666666666663,0.005581873483671275
LIBMF,25,50,0.01,0.01,0.01,,,,0.8995878045518296,0.015566666666666666,0.009559539877816268
LIBMF,25,50,0.005,0.005,0.01,,,,0.8996016653031617,0.01496666666666667,0.009031800892600497
LIBMF,50,80,0.1,0.005,0.01,,,,0.8996544719298328,0.012466666666666666,0.006958217577535586
LIBMF,25,50,0.005,0.01,0.01,,,,0.8996989363466485,0.01440000000000001,0.008710200303384572
LIBMF,25,50,0.005,0.1,0.01,,,,0.899715839234895,0.009500000000000003,0.00543423192933357
LIBMF,100,30,0.05,0.01,0.01,,,,0.8997214463301197,0.010400000000000001,0.004376948470463938
LIBMF,100,50,0.01,0.05,0.1,,,,0.8997505142881044,0.041299999999999996,0.026340026966590956
LIBMF,10,50,0.01,0.01,0.03,,,,0.8997799467298924,0.006666666666666663,0.0014239517872364008
LIBMF,25,50,0.01,0.005,0.01,,,,0.8997832041725834,0.015233333333333331,0.010402561890745995
LIBMF,10,30,0.005,0.005,0.03,,,,0.8998675355325384,0.010600000000000004,0.002056382982372727
LIBMF,100,80,0.1,0.005,0.05,,,,0.8998770254307694,0.06786666666666667,0.05288090250219008
LIBMF,10,50,0.05,0.005,0.05,,,,0.9000036198902501,0.010633333333333338,0.007342840710582556
LIBMF,100,30,0.05,0.005,0.01,,,,0.900078750334981,0.010833333333333334,0.003977716132723406
LIBMF,10,50,0.1,0.01,0.1,,,,0.9001475326607512,0.00633333333333334,0.005085320545927041
LIBMF,100,50,0.1,0.1,0.01,,,,0.9002893468389084,0.003533333333333333,0.001380650529179292
LIBMF,75,50,0.01,0.01,0.03,,,,0.9003798969965248,0.03693333333333333,0.01614447211378061
LIBMF,75,80,0.005,0.1,0.03,,,,0.9004793696312542,0.020066666666666677,0.0069759985126297604
LIBMF,100,50,0.01,0.005,0.03,,,,0.9005014255477518,0.04193333333333334,0.01840904571283676
LIBMF,200,80,0.01,0.01,0.1,,,,0.9006013524877898,0.06553333333333333,0.04306189932884028
LIBMF,200,30,0.05,0.005,0.1,,,,0.9006407367864114,0.07166666666666667,0.049030744519653856
LIBMF,75,30,0.005,0.1,0.05,,,,0.9006452991229974,0.025566666666666682,0.010674332845750206
LIBMF,100,30,0.005,0.1,0.1,,,,0.9006518057411416,0.008466666666666664,0.006159254545355094
LIBMF,100,50,0.1,0.05,0.01,,,,0.9007137226757034,0.0073,0.0032139410439096985
LIBMF,75,30,0.05,0.1,0.01,,,,0.9008279064830633,0.009533333333333328,0.0041950591090063145
LIBMF,10,80,0.1,0.01,0.05,,,,0.9010020834454378,0.014133333333333331,0.011625974858946522
LIBMF,100,80,0.01,0.05,0.05,,,,0.901165481492479,0.05003333333333333,0.029207340123540627
LIBMF,25,30,0.05,0.005,0.05,,,,0.9012366588795067,0.03573333333333334,0.023303453634149474
LIBMF,200,80,0.01,0.1,0.1,,,,0.9012417083935345,0.03556666666666666,0.028330771711284973
LIBMF,100,30,0.1,0.01,0.1,,,,0.9012703226047698,0.06486666666666667,0.04838812291414938
LIBMF,10,50,0.01,0.005,0.03,,,,0.9012767704094202,0.008699999999999992,0.001844538935401888
LIBMF,200,80,0.01,0.005,0.1,,,,0.9012948226233153,0.06696666666666667,0.043229465263784225
LIBMF,100,80,0.005,0.05,0.03,,,,0.9013224139962405,0.032733333333333337,0.012626130753206365
LIBMF,25,50,0.005,0.1,0.03,,,,0.9013898544774108,0.005233333333333321,0.0010336999147341614
LIBMF,25,50,0.05,0.1,0.1,,,,0.9014018511434406,0.013100000000000006,0.009367159606940114
LIBMF,200,30,0.1,0.005,0.1,,,,0.9014298704946628,0.07603333333333333,0.053536689942081835
LIBMF,75,30,0.05,0.05,0.01,,,,0.90149838805767,0.012733333333333331,0.005767399055367464
LIBMF,200,80,0.05,0.005,0.05,,,,0.9015810106360764,0.07673333333333335,0.05579389606804675
LIBMF,10,80,0.01,0.1,0.03,,,,0.901611468341321,6.999999999999989e-4,1.4377851952740618e-4
LIBMF,10,80,0.01,0.05,0.03,,,,0.9016691732697811,0.0026000000000000016,5.994260385654182e-4
LIBMF,50,50,0.005,0.05,0.03,,,,0.9017313894954507,0.01976666666666668,0.0056138661383723755
LIBMF,25,80,0.1,0.05,0.1,,,,0.9017369146413429,0.01933333333333333,0.013951146647199908
LIBMF,75,50,0.1,0.1,0.01,,,,0.9017709583859028,0.005999999999999997,0.0025913790368296045
LIBMF,10,30,0.01,0.05,0.05,,,,0.9018610086169938,0.0018333333333333316,6.193202818248551e-4
LIBMF,100,50,0.1,0.01,0.01,,,,0.9020134019519843,0.011099999999999999,0.006237488441215699
LIBMF,100,50,0.1,0.005,0.01,,,,0.9020134167559897,0.013600000000000003,0.00762936315172447
LIBMF,10,50,0.005,0.1,0.03,,,,0.9020589006678624,0.0013333333333333352,3.278052060312676e-4
LIBMF,75,80,0.01,0.05,0.03,,,,0.9020957648673216,0.030366666666666667,0.01252267607641268
LIBMF,100,30,0.005,0.05,0.05,,,,0.9021603699067098,0.03590000000000001,0.015927802067632085
LIBMF,75,30,0.01,0.05,0.05,,,,0.9021799093563874,0.0371,0.017667906363893777
LIBMF,75,50,0.1,0.05,0.01,,,,0.9022934947552805,0.010600000000000005,0.005715974019229826
LIBMF,10,80,0.05,0.005,0.05,,,,0.9022973642044244,0.007433333333333335,0.005500442986038229
LIBMF,50,30,0.01,0.1,0.05,,,,0.9023971219857388,0.019333333333333324,0.007654979486163082
LIBMF,100,30,0.005,0.05,0.1,,,,0.9024342132176546,0.026533333333333332,0.016389844709012464
LIBMF,50,30,0.005,0.05,0.01,,,,0.9024507176692724,0.015933333333333327,0.009459119624796486
LIBMF,200,50,0.1,0.01,0.1,,,,0.9024772145727904,0.07373333333333333,0.0525188782873202
LIBMF,100,50,0.05,0.005,0.05,,,,0.9025803823110609,0.06470000000000001,0.04725368785203056
LIBMF,75,30,0.05,0.01,0.01,,,,0.9025987996354148,0.01673333333333334,0.008629891194455374
LIBMF,50,30,0.005,0.01,0.01,,,,0.9026170525772204,0.019033333333333336,0.011318318896866303
LIBMF,50,30,0.01,0.05,0.01,,,,0.9027424012509359,0.016399999999999998,0.010137408592637015
LIBMF,50,30,0.01,0.1,0.01,,,,0.9027441119315012,0.014000000000000004,0.008512574977099738
LIBMF,50,30,0.005,0.005,0.01,,,,0.9027704206438532,0.018199999999999994,0.010220078479081027
LIBMF,10,30,0.01,0.01,0.05,,,,0.9027952176409487,0.004533333333333334,0.0017358088723112178
LIBMF,50,30,0.005,0.1,0.01,,,,0.9028374106722894,0.013833333333333336,0.008323316507782555
LIBMF,25,80,0.1,0.1,0.01,,,,0.9028807844226027,0.010633333333333333,0.005866984584064199
LIBMF,75,30,0.05,0.005,0.01,,,,0.9028957667265188,0.017300000000000006,0.008403390087048301
LIBMF,50,30,0.01,0.01,0.01,,,,0.9029086948784151,0.019600000000000006,0.01106234107291176
LIBMF,50,30,0.01,0.005,0.01,,,,0.9029630212250556,0.01906666666666666,0.011024762188665028
LIBMF,10,30,0.005,0.05,0.05,,,,0.9030645426512611,0.0024333333333333334,8.454633373648587e-4
LIBMF,100,80,0.005,0.1,0.05,,,,0.9030654831251662,0.040433333333333335,0.021455687912376075
LIBMF,10,30,0.1,0.005,0.1,,,,0.9030909804203996,0.010166666666666666,0.007240780748751302
LIBMF,25,50,0.05,0.1,0.01,,,,0.903127995380022,0.01626666666666667,0.01156660277151707
LIBMF,100,50,0.005,0.05,0.05,,,,0.9031285856255439,0.03970000000000001,0.019336049663887075
LIBMF,10,30,0.005,0.1,0.05,,,,0.9031892505522497,0.001133333333333333,4.1021177906714885e-4
LIBMF,75,80,0.1,0.005,0.05,,,,0.9032227990550088,0.06580000000000001,0.04926703552495425
LIBMF,10,50,0.005,0.05,0.03,,,,0.9032514921222081,0.003566666666666665,7.20238582450478e-4
LIBMF,10,50,0.1,0.005,0.1,,,,0.9033105466297794,0.010433333333333336,0.007715814351303441
LIBMF,50,80,0.1,0.01,0.05,,,,0.9034777675214212,0.054866666666666675,0.0421789215633207
LIBMF,25,80,0.1,0.05,0.01,,,,0.9035174301660059,0.016800000000000002,0.011138097231517966
LIBMF,75,50,0.1,0.01,0.01,,,,0.9035477225403322,0.014899999999999998,0.009211504321940895
LIBMF,75,80,0.01,0.1,0.05,,,,0.9035726721419591,0.040299999999999996,0.021362762417225813
LIBMF,10,50,0.05,0.05,0.1,,,,0.9035749181190036,7e-4,2.5030038921992095e-4
LIBMF,200,80,0.005,0.1,0.1,,,,0.9035999417500109,0.013000000000000001,0.012297286106597017
LIBMF,50,50,0.05,0.05,0.1,,,,0.9036011710562903,0.04143333333333333,0.027687861831173506
LIBMF,25,50,0.05,0.05,0.01,,,,0.9036420897044649,0.020133333333333336,0.013371507226541906
LIBMF,75,50,0.1,0.005,0.01,,,,0.9037553318997631,0.016133333333333336,0.010279172880693988
LIBMF,100,80,0.01,0.1,0.1,,,,0.9037603380692782,0.03473333333333334,0.026424825075090908
LIBMF,10,50,0.005,0.005,0.03,,,,0.9040267730640019,0.005333333333333338,0.0011800677514786247
LIBMF,100,50,0.005,0.05,0.1,,,,0.9040494400400398,0.025199999999999997,0.017620432172827508
LIBMF,10,50,0.01,0.1,0.05,,,,0.9041415779969733,8.666666666666662e-4,1.792058951426471e-4
LIBMF,10,30,0.05,0.005,0.1,,,,0.9041575189474085,0.005233333333333333,0.003511535858651771
LIBMF,75,50,0.05,0.01,0.05,,,,0.9041715513786281,0.05796666666666666,0.04255025803008947
LIBMF,100,30,0.05,0.01,0.1,,,,0.9041980113111023,0.06240000000000001,0.043025161039189054
LIBMF,75,30,0.1,0.01,0.1,,,,0.9043009049962777,0.0637,0.04515639843613762
LIBMF,10,80,0.005,0.005,0.01,,,,0.9043025161317488,0.0184,0.012299574436590101
LIBMF,50,50,0.01,0.01,0.03,,,,0.9043449760735759,0.029733333333333327,0.011999921954674746
LIBMF,75,50,0.01,0.005,0.03,,,,0.9043576172865666,0.038566666666666666,0.01637328644533331
LIBMF,10,80,0.01,0.1,0.01,,,,0.9044632250332815,0.014300000000000004,0.010391950856376493
LIBMF,10,80,0.01,0.05,0.01,,,,0.9044880349483742,0.01756666666666667,0.012680507307184747
LIBMF,200,50,0.05,0.01,0.1,,,,0.9045598422757343,0.0743,0.05193274886797579
LIBMF,50,50,0.1,0.1,0.01,,,,0.9045765133205372,0.012200000000000003,0.006954934468359605
LIBMF,25,50,0.05,0.01,0.01,,,,0.9045834290350125,0.02363333333333333,0.014654793746717165
LIBMF,10,80,0.01,0.005,0.03,,,,0.9045871608739152,0.005100000000000004,0.001107830656991988
LIBMF,10,80,0.005,0.05,0.01,,,,0.9046130125789512,0.016366666666666668,0.011612922633214067
LIBMF,100,80,0.05,0.01,0.05,,,,0.9046478534514607,0.06513333333333333,0.04803628876330054
LIBMF,25,80,0.1,0.01,0.01,,,,0.9046938959640217,0.020700000000000003,0.013569172017045815
LIBMF,10,80,0.01,0.005,0.01,,,,0.9047356512582023,0.019333333333333334,0.012539455960690225
LIBMF,200,30,0.1,0.1,0.01,,,,0.9047458596148633,0.006166666666666667,0.0022321340094657678
LIBMF,10,50,0.005,0.01,0.03,,,,0.9047710183912517,0.00506666666666667,9.615698479163025e-4
LIBMF,25,50,0.05,0.005,0.01,,,,0.9047788440752853,0.024433333333333335,0.014999102737167529
LIBMF,10,80,0.005,0.01,0.01,,,,0.9048301992397573,0.0188,0.01273329277372727
LIBMF,10,80,0.01,0.01,0.01,,,,0.904835687751543,0.019133333333333336,0.01245289163826181
LIBMF,100,80,0.01,0.05,0.1,,,,0.9048502644715095,0.05146666666666667,0.03532577076304153
LIBMF,50,50,0.01,0.005,0.03,,,,0.9048511693220408,0.030100000000000002,0.011952872985659141
LIBMF,25,80,0.05,0.1,0.1,,,,0.9050108105371232,0.013966666666666672,0.009434682025073724
LIBMF,25,80,0.1,0.005,0.01,,,,0.905038904841382,0.021266666666666673,0.014487156913260031
LIBMF,10,80,0.005,0.1,0.01,,,,0.9050602469364838,0.014866666666666663,0.010806065430135013
LIBMF,10,30,0.01,0.005,0.05,,,,0.9053390824484542,0.004399999999999999,0.0015345693456933988
LIBMF,50,50,0.1,0.05,0.01,,,,0.9053540388907272,0.016433333333333338,0.01053478994790743
LIBMF,100,50,0.005,0.1,0.1,,,,0.9055164170028444,0.007433333333333333,0.0064874840762392015
LIBMF,100,50,0.005,0.01,0.03,,,,0.9056525225932337,0.03896666666666667,0.016338883642881042
LIBMF,75,50,0.01,0.1,0.1,,,,0.9056720561970475,0.02093333333333333,0.01491651310171443
LIBMF,10,80,0.05,0.01,0.05,,,,0.9057767634283854,0.0047333333333333324,0.0035801278489623178
LIBMF,200,30,0.1,0.05,0.01,,,,0.9059917196808384,0.009833333333333335,0.004290812517447251
LIBMF,100,80,0.005,0.05,0.05,,,,0.9060646317524107,0.04706666666666667,0.024248471004348696
LIBMF,100,80,0.01,0.01,0.03,,,,0.9061384840908028,0.04696666666666668,0.02126274544530123
LIBMF,200,80,0.1,0.01,0.1,,,,0.90623789568483,0.07146666666666666,0.051065481055651264
LIBMF,100,50,0.1,0.01,0.1,,,,0.9063891015390134,0.06810000000000001,0.04953489256579678
LIBMF,10,30,0.005,0.01,0.05,,,,0.9064711141541268,0.0038333333333333353,0.0015783794320601706
LIBMF,10,30,0.05,0.01,0.1,,,,0.9065098851330912,0.004133333333333333,0.002362723931466073
LIBMF,50,80,0.05,0.05,0.1,,,,0.9065773446793866,0.04346666666666667,0.029106895139438822
LIBMF,25,80,0.01,0.1,0.03,,,,0.906700054691672,0.007066666666666663,0.0015061971908261577
LIBMF,25,50,0.005,0.05,0.03,,,,0.9067784318062032,0.010233333333333329,0.0022407716590509726
LIBMF,50,50,0.1,0.01,0.01,,,,0.9067818471964944,0.020999999999999998,0.013468918345117964
LIBMF,50,30,0.05,0.1,0.01,,,,0.9068774309059981,0.019633333333333326,0.012474696639530564
LIBMF,25,50,0.01,0.01,0.03,,,,0.9069061214637747,0.016766666666666687,0.0047525220249188295
LIBMF,100,30,0.1,0.005,0.1,,,,0.9070125721615722,0.0709,0.04932939721574747
LIBMF,50,50,0.1,0.005,0.01,,,,0.9070648294012866,0.021866666666666673,0.014283721438624471
LIBMF,75,50,0.005,0.1,0.05,,,,0.9070716571282216,0.029166666666666667,0.01230143599458075
LIBMF,100,50,0.005,0.005,0.03,,,,0.9072486277425336,0.03896666666666666,0.016419329178438326
LIBMF,75,50,0.05,0.005,0.05,,,,0.9072680749924898,0.06130000000000001,0.04411180604541265
LIBMF,100,80,0.005,0.05,0.1,,,,0.9072971201916906,0.024333333333333335,0.01892026632819922
LIBMF,10,80,0.05,0.1,0.01,,,,0.9074022731382755,0.020233333333333336,0.01377652451667727
LIBMF,10,80,0.05,0.05,0.01,,,,0.9074160950413311,0.023666666666666676,0.015384182050303561
LIBMF,25,80,0.05,0.05,0.05,,,,0.9075268574192447,0.021000000000000008,0.014285422391584427
LIBMF,75,50,0.01,0.05,0.05,,,,0.9075553887349015,0.039400000000000004,0.01961118537714924
LIBMF,25,50,0.01,0.005,0.03,,,,0.907581248212568,0.017800000000000007,0.005379265177492067
LIBMF,10,80,0.05,0.05,0.1,,,,0.907606960138589,0.0014333333333333312,6.507627757548143e-4
LIBMF,50,30,0.05,0.05,0.01,,,,0.9076285372122543,0.023866666666666665,0.013742679264170376
LIBMF,200,50,0.05,0.005,0.1,,,,0.9076937421230857,0.07450000000000001,0.04935163670100385
LIBMF,200,30,0.1,0.01,0.01,,,,0.9077627794779387,0.014466666666666668,0.007630776316918648
LIBMF,10,80,0.01,0.01,0.03,,,,0.9078954348639658,0.003900000000000004,9.968998292816046e-4
LIBMF,50,80,0.1,0.005,0.05,,,,0.9079775380112439,0.05753333333333333,0.041973387632209404
LIBMF,200,30,0.1,0.005,0.01,,,,0.9080685804051224,0.016133333333333333,0.008749485359716877
LIBMF,200,50,0.1,0.005,0.1,,,,0.9081462167145502,0.07746666666666667,0.05580449561202608
LIBMF,50,80,0.01,0.05,0.03,,,,0.908248757570217,0.023866666666666668,0.00877540757317832
LIBMF,10,80,0.005,0.05,0.03,,,,0.9082564749021246,0.0014999999999999974,3.9666985479601586e-4
LIBMF,75,30,0.01,0.05,0.1,,,,0.9083374836714208,0.03476666666666667,0.020647602307859877
LIBMF,50,80,0.005,0.1,0.03,,,,0.9083456513714295,0.014466666666666678,0.004348413365939734
LIBMF,100,80,0.05,0.005,0.05,,,,0.9085146773775371,0.0657,0.04758613330711311
LIBMF,10,50,0.01,0.05,0.05,,,,0.9086623053807168,0.0012666666666666677,5.649884885025562e-4
LIBMF,10,80,0.005,0.1,0.03,,,,0.9086645264299418,0.001033333333333334,2.445360393821058e-4
LIBMF,50,30,0.05,0.01,0.01,,,,0.9087238274447401,0.026600000000000002,0.014798678665559402
LIBMF,50,30,0.05,0.005,0.01,,,,0.9088928376717876,0.0276,0.015354985100725568
LIBMF,100,80,0.01,0.005,0.03,,,,0.9090154238107855,0.0455,0.021761419588646587
LIBMF,10,80,0.05,0.01,0.01,,,,0.909057136526035,0.0256,0.016050087265633086
LIBMF,100,30,0.1,0.1,0.01,,,,0.9090785572533382,0.013766666666666665,0.007757419949502467
LIBMF,100,80,0.1,0.01,0.1,,,,0.9092288761136647,0.06536666666666667,0.04649248021724272
LIBMF,10,80,0.05,0.005,0.01,,,,0.9092392867278429,0.028300000000000002,0.0172256543000028
LIBMF,100,30,0.01,0.01,0.05,,,,0.9092500416255793,0.04703333333333334,0.024502713023769992
LIBMF,75,30,0.1,0.005,0.1,,,,0.9092913511076828,0.0659,0.045881717677707
LIBMF,10,80,0.01,0.1,0.05,,,,0.909341806757751,5.000000000000001e-4,1.3600996118955458e-4
LIBMF,75,80,0.005,0.05,0.03,,,,0.9093778387550392,0.02876666666666667,0.010435302872693787
LIBMF,75,50,0.005,0.01,0.03,,,,0.9093798291762211,0.03423333333333331,0.013632354136232733
